fecha,texto,emocion
2024-10-07,Me quedé sin palabras.,sorpresa
2023-10-03,Me regalaron algo que quería hace mucho.,alegría
2024-11-15,Mi corazón late rápido y no sé por qué.,ansiedad
2024-10-03,Siento que algo malo va a suceder.,miedo
2023-09-02,No puedo dejar de pensar en todo al mismo tiempo.,ansiedad
2023-02-11,Quisiera poder volver atrás y arreglarlo.,culpa
2023-04-22,Quisiera poder volver atrás y arreglarlo.,culpa
2023-05-29,"Hoy me siento increíble, todo va saliendo bien.",alegría
2023-08-01,"Hoy me siento increíble, todo va saliendo bien.",alegría
2025-01-13,"Todo me molesta hoy, no tengo paciencia para nada.",ira
2024-12-02,Estoy harto de que me ignoren.,ira
2024-04-04,No puedo dejar de pensar en todo al mismo tiempo.,ansiedad
2024-04-07,No tengo ganas de seguir con nada.,depresión
2024-05-01,Tengo miedo de lo que pueda pasar.,miedo
2023-09-03,No tengo ganas de seguir con nada.,depresión
2024-08-30,"Me siento vacío, como si algo faltara.",tristeza
2023-08-18,Estoy enamorado y no me da miedo decirlo.,amor
2024-02-06,Me quedé sin palabras.,sorpresa
2023-04-05,Quiero desaparecer después de lo que pasó.,vergüenza
2024-09-04,Siento que algo malo va a suceder.,miedo
2024-04-03,Tengo fe en que todo esto pasará.,esperanza
2025-02-20,Tengo miedo de lo que pueda pasar.,miedo
2024-09-30,Siento que algo malo va a suceder.,miedo
2023-02-26,No pude evitar llorar esta mañana.,tristeza
2024-09-19,Siento que algo malo va a suceder.,miedo
2023-08-26,Todo parece un caos en mi cabeza.,confusión
2023-05-03,Me regalaron algo que quería hace mucho.,alegría
2024-06-16,Su sonrisa me cambia el día.,amor
2025-02-16,No esperaba que me dijera eso.,sorpresa
2025-02-04,No tengo ganas de seguir con nada.,depresión
2024-03-15,"Estoy rodeado de personas que amo, y eso me hace feliz.",alegría
2023-05-21,"Me siento vacío, como si algo faltara.",tristeza
2023-12-03,Quisiera poder volver atrás y arreglarlo.,culpa
2024-10-04,Siento que no valgo nada.,depresión
2024-12-27,Tengo fe en que todo esto pasará.,esperanza
2023-06-17,Nada me motiva últimamente.,tristeza
2024-09-27,"Siento que algo anda mal, pero no sé qué es.",ansiedad
2023-07-03,"Cada vez que lo veo, me siento en paz.",amor
2023-05-27,No tengo ganas de seguir con nada.,depresión
2024-04-06,No pude evitar llorar esta mañana.,tristeza
2023-02-17,Nada me motiva últimamente.,tristeza
2023-08-15,Su sonrisa me cambia el día.,amor
2024-08-17,"Hoy me siento increíble, todo va saliendo bien.",alegría
2024-10-29,"Estoy rodeado de personas que amo, y eso me hace feliz.",alegría
2023-01-11,Todo parece un caos en mi cabeza.,confusión
2024-09-01,Tengo fe en que todo esto pasará.,esperanza
2023-01-04,Me siento muy avergonzado por lo que hice.,vergüenza
2025-02-09,No entiendo lo que me está pasando.,confusión
2024-11-06,"Fue una sorpresa total, no lo vi venir.",sorpresa
2023-02-16,"Estoy rodeado de personas que amo, y eso me hace feliz.",alegría
2023-04-04,"No soporto más esta situación, me enoja demasiado.",ira
2023-03-06,Me quedé sin palabras.,sorpresa
2024-04-07,Me siento culpable aunque no sé si debería.,culpa
2025-02-27,No esperaba que me dijera eso.,sorpresa
2023-07-28,Estoy muy confundido con mis emociones.,confusión
2023-03-06,"Todo me molesta hoy, no tengo paciencia para nada.",ira
2024-03-26,Tengo fe en que todo esto pasará.,esperanza
2024-02-25,Quiero desaparecer después de lo que pasó.,vergüenza
2024-10-07,Quisiera poder volver atrás y arreglarlo.,culpa
2023-02-24,"Hoy me siento increíble, todo va saliendo bien.",alegría
2025-01-07,Me regalaron algo que quería hace mucho.,alegría
2023-06-11,No puedo dejar de pensar en lo que hice.,culpa
2025-03-07,Me cuesta levantarme de la cama.,depresión
2023-01-02,Mi corazón late rápido y no sé por qué.,ansiedad
2024-02-09,No puedo dejar de pensar en lo que hice.,culpa
2024-04-09,No entiendo lo que me está pasando.,confusión
2023-02-22,No tengo ganas de seguir con nada.,depresión
2023-02-17,"Hoy me siento increíble, todo va saliendo bien.",alegría
2023-07-08,Quisiera poder volver atrás y arreglarlo.,culpa
2023-03-20,Quiero desaparecer después de lo que pasó.,vergüenza
2024-06-14,"Fue una sorpresa total, no lo vi venir.",sorpresa
2024-03-13,Tengo miedo de lo que pueda pasar.,miedo
2024-10-03,No puedo dejar de pensar en lo que hice.,culpa
2023-06-25,No entiendo lo que me está pasando.,confusión
2023-05-17,"Fue una sorpresa total, no lo vi venir.",sorpresa
2024-11-14,"Estoy rodeado de personas que amo, y eso me hace feliz.",alegría
2023-08-30,Me regalaron algo que quería hace mucho.,alegría
2024-03-17,Quiero desaparecer después de lo que pasó.,vergüenza
2024-02-03,Estoy enamorado y no me da miedo decirlo.,amor
2024-10-08,No esperaba que me dijera eso.,sorpresa
2024-03-21,Siento que algo malo va a suceder.,miedo
2023-09-14,Nada me motiva últimamente.,tristeza
2024-09-12,No puedo dormir pensando en todo lo que podría salir mal.,miedo
2023-05-23,Nada me motiva últimamente.,tristeza
2024-08-24,Me regalaron algo que quería hace mucho.,alegría
2023-07-08,Tengo miedo de lo que pueda pasar.,miedo
2023-12-10,Me siento culpable aunque no sé si debería.,culpa
2025-03-02,"Siento que algo anda mal, pero no sé qué es.",ansiedad
2023-01-11,Nada me motiva últimamente.,tristeza
2024-12-16,Siento que algo malo va a suceder.,miedo
2024-03-18,No esperaba que me dijera eso.,sorpresa
2024-12-15,No entiendo lo que me está pasando.,confusión
2024-01-14,"Siento que algo anda mal, pero no sé qué es.",ansiedad
2024-04-10,Todo parece un caos en mi cabeza.,confusión
2024-03-21,Siento que algo malo va a suceder.,miedo
2023-03-30,"Fue una sorpresa total, no lo vi venir.",sorpresa
2024-05-21,Estoy harto de que me ignoren.,ira
2024-08-07,No puedo creer que dije eso frente a todos.,vergüenza
2023-05-27,Quisiera poder volver atrás y arreglarlo.,culpa
2024-07-08,"Todo me molesta hoy, no tengo paciencia para nada.",ira
2023-03-02,No puedo dejar de pensar en todo al mismo tiempo.,ansiedad
2024-03-29,Todo parece un caos en mi cabeza.,confusión
2023-12-15,"Todo me molesta hoy, no tengo paciencia para nada.",ira
2024-06-25,Quiero desaparecer después de lo que pasó.,vergüenza
2023-05-20,"Estoy rodeado de personas que amo, y eso me hace feliz.",alegría
2025-01-09,Siento que no valgo nada.,depresión
2024-07-10,Todo parece un caos en mi cabeza.,confusión
2024-01-08,Tengo miedo de lo que pueda pasar.,miedo
2023-02-24,"Me siento vacío, como si algo faltara.",tristeza
2024-11-26,No tengo ganas de seguir con nada.,depresión
2024-10-14,Me regalaron algo que quería hace mucho.,alegría
2024-03-15,"Estoy rodeado de personas que amo, y eso me hace feliz.",alegría
2023-03-08,Estoy enamorado y no me da miedo decirlo.,amor
2024-10-23,Quisiera poder volver atrás y arreglarlo.,culpa
2023-01-10,Siento que no valgo nada.,depresión
2023-04-08,No puedo dejar de pensar en todo al mismo tiempo.,ansiedad
2023-09-14,Siento que no valgo nada.,depresión
2025-02-22,"Todo me molesta hoy, no tengo paciencia para nada.",ira
2024-02-09,"Estoy rodeado de personas que amo, y eso me hace feliz.",alegría
2023-02-18,Siento que algo malo va a suceder.,miedo
2024-08-14,No tengo ganas de seguir con nada.,depresión
2023-12-28,Su sonrisa me cambia el día.,amor
2023-11-30,Estoy harto de que me ignoren.,ira
2023-01-30,"Hoy me siento increíble, todo va saliendo bien.",alegría
2024-06-02,Me cuesta levantarme de la cama.,depresión
2024-01-08,"Fue una sorpresa total, no lo vi venir.",sorpresa
2024-09-19,No puedo dormir pensando en todo lo que podría salir mal.,miedo
2023-12-18,"No soporto más esta situación, me enoja demasiado.",ira
2024-03-04,"Hoy me siento increíble, todo va saliendo bien.",alegría
2024-01-14,No puedo dejar de pensar en todo al mismo tiempo.,ansiedad
2024-02-02,"Hoy me siento increíble, todo va saliendo bien.",alegría
2023-04-14,Estoy harto de que me ignoren.,ira
2024-07-03,"Siento que algo anda mal, pero no sé qué es.",ansiedad
2024-06-27,"Estoy rodeado de personas que amo, y eso me hace feliz.",alegría
2024-08-13,"Hoy me siento increíble, todo va saliendo bien.",alegría
2025-02-17,"Estoy rodeado de personas que amo, y eso me hace feliz.",alegría
2024-05-11,Tengo miedo de lo que pueda pasar.,miedo
2024-10-16,Sigo adelante porque aún tengo esperanza.,esperanza
2023-02-04,No puedo dormir pensando en todo lo que podría salir mal.,miedo
2024-10-22,"Todo me molesta hoy, no tengo paciencia para nada.",ira
2023-10-19,Siento que no valgo nada.,depresión
2024-04-21,Sigo adelante porque aún tengo esperanza.,esperanza
2024-02-02,Quisiera poder volver atrás y arreglarlo.,culpa
2024-06-20,No tengo ganas de seguir con nada.,depresión
2024-01-31,Quisiera poder volver atrás y arreglarlo.,culpa
2023-01-07,Me quedé sin palabras.,sorpresa
2023-10-17,Quiero desaparecer después de lo que pasó.,vergüenza
2023-05-01,No puedo dejar de pensar en todo al mismo tiempo.,ansiedad
2024-11-05,Me regalaron algo que quería hace mucho.,alegría
2023-04-10,Nada me motiva últimamente.,tristeza
2024-11-14,No puedo dormir pensando en todo lo que podría salir mal.,miedo
2023-02-17,Estoy muy confundido con mis emociones.,confusión
2023-12-19,No puedo dejar de pensar en todo al mismo tiempo.,ansiedad
2023-09-08,"Fue una sorpresa total, no lo vi venir.",sorpresa
2023-06-27,No puedo dormir pensando en todo lo que podría salir mal.,miedo
2024-09-16,Su sonrisa me cambia el día.,amor
2023-01-18,Quisiera poder volver atrás y arreglarlo.,culpa
2024-01-02,"No soporto más esta situación, me enoja demasiado.",ira
2023-09-23,Tengo fe en que todo esto pasará.,esperanza
2023-09-06,"Todo me molesta hoy, no tengo paciencia para nada.",ira
2023-11-15,No puedo creer que dije eso frente a todos.,vergüenza
2023-03-02,Quisiera poder volver atrás y arreglarlo.,culpa
2023-06-15,"Todo me molesta hoy, no tengo paciencia para nada.",ira
2025-01-28,Siento que no valgo nada.,depresión
2024-03-29,Siento que algo malo va a suceder.,miedo
2024-08-30,Estoy harto de que me ignoren.,ira
2024-12-05,Sigo adelante porque aún tengo esperanza.,esperanza
2024-01-23,No entiendo lo que me está pasando.,confusión
2025-02-28,No tengo ganas de seguir con nada.,depresión
2023-03-05,"Cada vez que lo veo, me siento en paz.",amor
2025-02-08,Todo parece un caos en mi cabeza.,confusión
2024-12-25,"No soporto más esta situación, me enoja demasiado.",ira
2023-09-18,No tengo ganas de seguir con nada.,depresión
2023-05-20,No puedo dejar de pensar en lo que hice.,culpa
2023-04-27,Quisiera poder volver atrás y arreglarlo.,culpa
2024-08-18,Siento que no valgo nada.,depresión
2024-05-27,No entiendo lo que me está pasando.,confusión
2024-02-16,No puedo dejar de pensar en todo al mismo tiempo.,ansiedad
2024-04-18,"Hoy me siento increíble, todo va saliendo bien.",alegría
2023-10-08,"Cada vez que lo veo, me siento en paz.",amor
2023-09-03,Me cuesta levantarme de la cama.,depresión
2024-02-14,"Estoy rodeado de personas que amo, y eso me hace feliz.",alegría
2025-01-25,Me quedé sin palabras.,sorpresa
2023-06-06,Tengo miedo de lo que pueda pasar.,miedo
2024-10-12,"Cada vez que lo veo, me siento en paz.",amor
2023-02-01,Siento que algo malo va a suceder.,miedo
2023-02-22,Me siento culpable aunque no sé si debería.,culpa
2024-02-12,No entiendo lo que me está pasando.,confusión
2024-06-04,Su sonrisa me cambia el día.,amor
2023-04-21,"No soporto más esta situación, me enoja demasiado.",ira
2024-12-14,"Me siento vacío, como si algo faltara.",tristeza
2024-08-12,Tengo miedo de lo que pueda pasar.,miedo
2024-07-17,No pude evitar llorar esta mañana.,tristeza
2023-09-21,No pude evitar llorar esta mañana.,tristeza
2023-10-20,Me quedé sin palabras.,sorpresa
2024-02-13,Creo que las cosas pueden mejorar.,esperanza
2023-06-05,Me siento muy avergonzado por lo que hice.,vergüenza
2023-07-02,Su sonrisa me cambia el día.,amor
2024-11-24,Estoy muy confundido con mis emociones.,confusión
2023-08-22,Me regalaron algo que quería hace mucho.,alegría
2023-02-19,Sigo adelante porque aún tengo esperanza.,esperanza
2023-05-05,"No soporto más esta situación, me enoja demasiado.",ira
2024-09-23,Quiero desaparecer después de lo que pasó.,vergüenza
2023-11-06,Estoy enamorado y no me da miedo decirlo.,amor
2024-10-01,Todo parece un caos en mi cabeza.,confusión
2024-11-13,"Siento que algo anda mal, pero no sé qué es.",ansiedad
2023-03-26,"Hoy me siento increíble, todo va saliendo bien.",alegría
2023-03-22,Sigo adelante porque aún tengo esperanza.,esperanza
2024-12-04,"Todo me molesta hoy, no tengo paciencia para nada.",ira
2024-10-05,Me regalaron algo que quería hace mucho.,alegría
2023-07-30,Tengo fe en que todo esto pasará.,esperanza
2023-06-20,No esperaba que me dijera eso.,sorpresa
2024-10-10,"Cada vez que lo veo, me siento en paz.",amor
2023-04-10,"Siento que algo anda mal, pero no sé qué es.",ansiedad
2023-01-15,"Me siento vacío, como si algo faltara.",tristeza
2024-10-16,Siento que algo malo va a suceder.,miedo
2024-03-18,Estoy muy confundido con mis emociones.,confusión
2025-02-07,"Hoy me siento increíble, todo va saliendo bien.",alegría
2023-08-19,Quisiera poder volver atrás y arreglarlo.,culpa
2023-06-17,Quiero desaparecer después de lo que pasó.,vergüenza
2023-02-20,Quisiera poder volver atrás y arreglarlo.,culpa
2024-07-27,No tengo ganas de seguir con nada.,depresión
2025-01-13,Tengo fe en que todo esto pasará.,esperanza
2024-10-06,Tengo miedo de lo que pueda pasar.,miedo
2024-12-14,"No soporto más esta situación, me enoja demasiado.",ira
2024-08-23,"Fue una sorpresa total, no lo vi venir.",sorpresa
2023-08-18,No puedo dejar de pensar en todo al mismo tiempo.,ansiedad
2024-06-03,"Fue una sorpresa total, no lo vi venir.",sorpresa
2023-06-18,"Estoy rodeado de personas que amo, y eso me hace feliz.",alegría
2025-02-11,Quiero desaparecer después de lo que pasó.,vergüenza
2023-05-05,"Todo me molesta hoy, no tengo paciencia para nada.",ira
2024-07-19,"Hoy me siento increíble, todo va saliendo bien.",alegría
2024-09-16,"Me siento vacío, como si algo faltara.",tristeza
2023-02-09,Mi corazón late rápido y no sé por qué.,ansiedad
2024-08-07,No puedo dormir pensando en todo lo que podría salir mal.,miedo
2025-02-17,"No soporto más esta situación, me enoja demasiado.",ira
2023-02-17,No pude evitar llorar esta mañana.,tristeza
2024-11-25,Tengo miedo de lo que pueda pasar.,miedo
2023-05-27,"Todo me molesta hoy, no tengo paciencia para nada.",ira
2023-09-22,Su sonrisa me cambia el día.,amor
2023-07-16,Tengo fe en que todo esto pasará.,esperanza
2023-08-25,Estoy harto de que me ignoren.,ira
2023-11-20,Me siento muy avergonzado por lo que hice.,vergüenza
2024-11-01,No puedo dejar de pensar en todo al mismo tiempo.,ansiedad
2023-03-19,No puedo dormir pensando en todo lo que podría salir mal.,miedo
2025-02-10,"Hoy me siento increíble, todo va saliendo bien.",alegría
2025-01-18,"Fue una sorpresa total, no lo vi venir.",sorpresa
2024-07-30,Siento que no valgo nada.,depresión
2023-01-24,Quisiera poder volver atrás y arreglarlo.,culpa
2024-07-07,No esperaba que me dijera eso.,sorpresa
2024-11-13,No puedo dejar de pensar en lo que hice.,culpa
2024-11-28,No tengo ganas de seguir con nada.,depresión
2024-12-06,Estoy muy confundido con mis emociones.,confusión
2024-12-14,"Hoy me siento increíble, todo va saliendo bien.",alegría
2023-02-12,Me quedé sin palabras.,sorpresa
2023-04-20,"No soporto más esta situación, me enoja demasiado.",ira
2023-08-03,No esperaba que me dijera eso.,sorpresa
2024-06-14,No pude evitar llorar esta mañana.,tristeza
2024-12-09,"Estoy rodeado de personas que amo, y eso me hace feliz.",alegría
2024-07-11,No puedo dejar de pensar en todo al mismo tiempo.,ansiedad
2024-06-14,Siento que no valgo nada.,depresión
2024-01-12,Sigo adelante porque aún tengo esperanza.,esperanza
2023-05-14,Quiero desaparecer después de lo que pasó.,vergüenza
2024-04-10,Me regalaron algo que quería hace mucho.,alegría
2023-04-05,Me regalaron algo que quería hace mucho.,alegría
2024-09-29,Sigo adelante porque aún tengo esperanza.,esperanza
2024-08-21,"Hoy me siento increíble, todo va saliendo bien.",alegría
2023-06-08,Su sonrisa me cambia el día.,amor
2025-01-02,Todo parece un caos en mi cabeza.,confusión
2023-05-18,"Hoy me siento increíble, todo va saliendo bien.",alegría
2024-11-22,No pude evitar llorar esta mañana.,tristeza
2023-01-25,No entiendo lo que me está pasando.,confusión
2025-01-28,Estoy muy confundido con mis emociones.,confusión
2023-10-19,No puedo creer que dije eso frente a todos.,vergüenza
2024-01-29,Quiero desaparecer después de lo que pasó.,vergüenza
2023-05-29,No esperaba que me dijera eso.,sorpresa
2024-02-10,"Siento que algo anda mal, pero no sé qué es.",ansiedad
2024-12-18,Tengo fe en que todo esto pasará.,esperanza
2025-02-26,No entiendo lo que me está pasando.,confusión
2023-02-09,Quiero desaparecer después de lo que pasó.,vergüenza
2024-12-15,"Cada vez que lo veo, me siento en paz.",amor
2024-12-20,No pude evitar llorar esta mañana.,tristeza
2023-06-03,Me quedé sin palabras.,sorpresa
2023-04-09,No entiendo lo que me está pasando.,confusión
