fecha,texto,emocion
2023-09-17,Ira traición ira mentira conflicto ira mentira injusticia conflicto.,enojo
2023-02-05,Éxito familia éxito logro logro risas.,felicidad
2024-12-02,Logro éxito risas éxito logro logro celebración.,felicidad
2025-02-07,Sobrecarga caos agobio fatiga sobrecarga agobio agobio agobio.,estrés
2024-05-10,Injusticia mentira conflicto ira mentira ira conflicto injusticia injusticia ira.,enojo
2024-12-17,Logro risas familia éxito celebración logro familia.,felicidad
2023-03-13,Logro logro risas éxito celebración familia logro logro.,felicidad
2023-11-26,Nostalgia pérdida solitario solitario solitario llorar llorar pérdida.,tristeza
2024-02-12,Presión incertidumbre preocupación presión presión incertidumbre presión presión.,ansiedad
2023-01-18,Familia familia risas logro logro éxito celebración éxito éxito celebración celebración.,felicidad
2022-05-23,Mentira injusticia mentira conflicto mentira conflicto traición.,enojo
2024-07-20,Caos fatiga sobrecarga agobio sobrecarga sobrecarga agobio.,estrés
2023-03-03,Presión miedo miedo miedo nervios miedo preocupación nervios.,ansiedad
2023-08-26,Nervios presión preocupación miedo incertidumbre preocupación.,ansiedad
2023-07-18,Vacío vacío solitario nostalgia vacío vacío pérdida nostalgia vacío nostalgia pérdida.,tristeza
2024-08-31,Éxito familia éxito celebración familia familia logro éxito logro.,felicidad
2022-06-30,Traición traición injusticia conflicto mentira injusticia ira injusticia mentira injusticia conflicto.,enojo
2023-01-22,Sobrecarga fatiga presión sobrecarga fatiga caos caos sobrecarga agobio caos agobio.,estrés
2023-03-02,Conflicto conflicto mentira conflicto mentira ira.,enojo
2023-01-16,Sobrecarga presión caos caos fatiga caos.,estrés
2025-02-02,Logro risas éxito éxito logro éxito familia celebración.,felicidad
2024-04-11,Familia logro familia risas celebración risas risas.,felicidad
2022-10-04,Nervios miedo preocupación presión incertidumbre miedo miedo.,ansiedad
2023-09-06,Preocupación nervios miedo preocupación preocupación presión.,ansiedad
2022-09-03,Mentira injusticia injusticia mentira conflicto ira mentira.,enojo
2023-12-07,Éxito logro celebración éxito risas éxito éxito familia risas.,felicidad
2024-11-06,Nervios incertidumbre nervios presión incertidumbre miedo incertidumbre nervios incertidumbre.,ansiedad
2022-07-08,Conflicto ira traición conflicto ira ira ira conflicto injusticia injusticia.,enojo
2022-07-26,Logro risas risas celebración risas logro.,felicidad
2022-08-19,Vacío solitario pérdida llorar llorar nostalgia nostalgia nostalgia.,tristeza
2024-08-19,Fatiga presión caos agobio agobio caos sobrecarga sobrecarga presión.,estrés
2025-02-06,Nostalgia llorar nostalgia pérdida vacío solitario vacío pérdida vacío llorar vacío.,tristeza
2023-11-04,Nervios incertidumbre presión incertidumbre presión miedo nervios preocupación preocupación preocupación presión.,ansiedad
2024-07-14,Caos presión presión agobio fatiga agobio agobio agobio caos sobrecarga presión.,estrés
2022-12-16,Caos agobio fatiga caos fatiga sobrecarga.,estrés
2023-01-06,Vacío solitario vacío llorar nostalgia llorar pérdida llorar.,tristeza
2023-02-25,Conflicto injusticia traición traición mentira traición ira injusticia mentira ira mentira traición traición.,enojo
2024-10-16,Nervios incertidumbre preocupación miedo nervios miedo.,ansiedad
2023-12-23,Pérdida vacío pérdida llorar pérdida llorar llorar pérdida llorar llorar vacío.,tristeza
2022-03-14,Vacío pérdida llorar nostalgia nostalgia llorar pérdida pérdida pérdida solitario.,tristeza
2024-12-17,Familia logro risas éxito risas risas familia éxito.,felicidad
2022-07-20,Mentira injusticia injusticia conflicto mentira mentira ira ira traición.,enojo
2023-04-14,Sobrecarga presión sobrecarga caos caos presión fatiga caos caos caos fatiga sobrecarga.,estrés
2024-09-28,Fatiga caos caos fatiga agobio agobio sobrecarga fatiga caos caos.,estrés
2025-01-11,Pérdida vacío solitario llorar vacío vacío llorar pérdida.,tristeza
2024-07-13,Mentira mentira conflicto mentira injusticia traición injusticia injusticia injusticia traición traición traición.,enojo
2024-07-23,Presión presión caos caos presión caos presión sobrecarga presión sobrecarga caos presión caos.,estrés
2023-09-15,Ira traición injusticia mentira mentira mentira injusticia injusticia conflicto traición conflicto conflicto.,enojo
2024-01-09,Preocupación preocupación presión nervios incertidumbre presión preocupación preocupación preocupación.,ansiedad
2023-02-02,Pérdida nostalgia solitario solitario pérdida solitario vacío pérdida nostalgia nostalgia pérdida vacío llorar.,tristeza
2023-12-14,Presión caos fatiga sobrecarga fatiga agobio sobrecarga.,estrés
2022-08-29,Traición injusticia traición mentira injusticia ira traición conflicto traición mentira injusticia traición.,enojo
2022-10-01,Nostalgia solitario llorar solitario llorar vacío llorar vacío nostalgia vacío nostalgia pérdida nostalgia.,tristeza
2024-01-08,Agobio caos caos fatiga fatiga presión caos sobrecarga.,estrés
2024-02-01,Presión incertidumbre incertidumbre nervios miedo incertidumbre incertidumbre incertidumbre nervios incertidumbre.,ansiedad
2023-04-11,Ira injusticia mentira conflicto injusticia injusticia injusticia traición.,enojo
2024-09-08,Éxito logro logro celebración éxito risas celebración celebración familia.,felicidad
2024-02-04,Miedo miedo incertidumbre nervios preocupación preocupación presión.,ansiedad
2024-12-20,Sobrecarga caos fatiga agobio caos caos fatiga.,estrés
2023-12-23,Risas risas celebración familia risas éxito celebración.,felicidad
2024-08-21,Sobrecarga caos fatiga sobrecarga caos agobio caos sobrecarga agobio presión fatiga fatiga agobio.,estrés
2022-08-22,Miedo miedo miedo presión nervios miedo incertidumbre preocupación incertidumbre preocupación nervios presión presión.,ansiedad
2024-03-03,Ira injusticia traición injusticia conflicto ira conflicto ira traición conflicto injusticia ira.,enojo
2024-02-28,Pérdida nostalgia pérdida llorar nostalgia nostalgia llorar nostalgia pérdida pérdida llorar.,tristeza
2023-09-29,Pérdida solitario solitario nostalgia solitario pérdida vacío vacío llorar solitario pérdida pérdida solitario.,tristeza
2023-03-21,Miedo incertidumbre miedo nervios presión incertidumbre.,ansiedad
2024-07-29,Presión fatiga caos caos presión caos sobrecarga fatiga fatiga presión presión presión.,estrés
2023-01-16,Llorar nostalgia llorar llorar nostalgia vacío nostalgia llorar pérdida vacío llorar.,tristeza
2024-11-20,Sobrecarga presión agobio sobrecarga agobio caos agobio presión caos presión.,estrés
2023-02-11,Celebración éxito celebración risas éxito familia éxito celebración celebración celebración éxito éxito.,felicidad
2024-10-22,Éxito familia risas celebración risas logro celebración logro celebración logro familia familia.,felicidad
2024-02-10,Presión nervios incertidumbre nervios incertidumbre preocupación incertidumbre preocupación nervios nervios miedo.,ansiedad
2023-03-26,Éxito logro celebración logro familia risas celebración risas.,felicidad
2022-09-30,Preocupación preocupación presión nervios nervios preocupación nervios miedo presión incertidumbre miedo preocupación.,ansiedad
2023-10-13,Solitario vacío pérdida nostalgia llorar nostalgia nostalgia nostalgia nostalgia nostalgia solitario pérdida.,tristeza
2023-10-22,Risas éxito celebración risas familia familia logro.,felicidad
2024-05-07,Injusticia injusticia ira ira conflicto traición mentira conflicto conflicto conflicto injusticia.,enojo
2024-10-08,Preocupación miedo miedo presión incertidumbre miedo incertidumbre presión.,ansiedad
2022-06-24,Fatiga sobrecarga caos sobrecarga caos sobrecarga presión fatiga.,estrés
2023-06-17,Éxito celebración risas risas risas éxito familia familia éxito risas.,felicidad
2023-10-17,Celebración éxito logro celebración celebración risas.,felicidad
2024-08-20,Pérdida nostalgia vacío pérdida pérdida llorar solitario solitario solitario vacío nostalgia pérdida nostalgia.,tristeza
2024-04-17,Preocupación incertidumbre presión incertidumbre nervios nervios.,ansiedad
2023-04-22,Presión agobio sobrecarga presión caos presión caos sobrecarga caos caos.,estrés
2023-09-23,Preocupación nervios nervios preocupación preocupación presión incertidumbre presión preocupación preocupación incertidumbre.,ansiedad
2022-10-01,Miedo miedo miedo miedo miedo nervios nervios miedo miedo.,ansiedad
2022-04-11,Fatiga caos caos caos presión agobio.,estrés
2023-02-13,Nostalgia nostalgia vacío nostalgia nostalgia solitario llorar pérdida nostalgia nostalgia llorar nostalgia pérdida.,tristeza
2022-07-29,Mentira traición mentira injusticia traición ira ira mentira conflicto.,enojo
2024-05-12,Familia celebración celebración éxito risas risas familia logro éxito celebración.,felicidad
2024-02-25,Traición traición ira conflicto traición traición.,enojo
2022-08-16,Risas éxito celebración logro risas celebración éxito éxito celebración familia familia risas.,felicidad
2024-10-24,Traición ira ira traición injusticia traición traición mentira traición conflicto conflicto injusticia.,enojo
2024-12-10,Celebración celebración familia risas risas familia familia risas.,felicidad
2025-02-03,Vacío solitario nostalgia solitario vacío pérdida solitario vacío nostalgia solitario.,tristeza
2023-05-19,Llorar pérdida llorar llorar llorar nostalgia llorar llorar.,tristeza
2024-08-18,Risas logro risas éxito familia risas celebración.,felicidad
2024-04-18,Fatiga presión agobio fatiga agobio caos fatiga sobrecarga.,estrés
2022-07-31,Risas celebración risas risas risas éxito logro éxito celebración familia.,felicidad
2024-07-11,Fatiga presión caos presión agobio sobrecarga presión sobrecarga caos presión presión presión.,estrés
2024-05-20,Llorar llorar solitario llorar llorar solitario nostalgia llorar pérdida.,tristeza
2023-11-25,Éxito logro éxito risas logro risas.,felicidad
2023-09-16,Ira injusticia injusticia ira conflicto injusticia ira injusticia.,enojo
2023-08-13,Fatiga caos presión agobio sobrecarga caos presión.,estrés
2022-07-21,Logro familia familia familia risas logro celebración risas éxito risas risas celebración.,felicidad
2022-07-01,Logro celebración logro familia familia risas éxito risas logro.,felicidad
2023-01-28,Ira mentira conflicto traición conflicto ira injusticia ira injusticia conflicto mentira injusticia traición.,enojo
2023-09-25,Agobio presión agobio agobio presión sobrecarga agobio presión agobio.,estrés
2025-02-21,Traición mentira mentira injusticia conflicto injusticia mentira ira mentira traición.,enojo
2022-06-14,Sobrecarga fatiga fatiga presión presión sobrecarga sobrecarga agobio.,estrés
2022-10-18,Solitario pérdida vacío vacío pérdida solitario vacío pérdida vacío pérdida.,tristeza
2024-03-27,Vacío nostalgia llorar nostalgia llorar nostalgia pérdida nostalgia vacío pérdida nostalgia llorar.,tristeza
2022-11-15,Éxito logro logro logro celebración logro familia éxito logro éxito celebración éxito risas.,felicidad
2024-11-12,Pérdida solitario vacío nostalgia solitario pérdida vacío pérdida solitario.,tristeza
2023-12-11,Llorar pérdida pérdida nostalgia llorar vacío nostalgia.,tristeza
2024-08-23,Llorar llorar vacío llorar llorar nostalgia nostalgia pérdida nostalgia nostalgia vacío llorar vacío.,tristeza
2024-07-01,Celebración risas celebración familia celebración logro logro logro celebración risas risas éxito celebración.,felicidad
2022-08-11,Éxito logro logro éxito risas familia logro.,felicidad
2024-02-12,Vacío pérdida vacío pérdida solitario vacío pérdida llorar llorar nostalgia llorar pérdida.,tristeza
2024-01-07,Agobio agobio fatiga agobio agobio fatiga caos presión caos sobrecarga caos.,estrés
2022-03-23,Risas familia celebración éxito logro celebración logro éxito risas celebración celebración celebración logro.,felicidad
2024-03-24,Miedo nervios presión nervios miedo presión.,ansiedad
2023-07-12,Agobio caos fatiga fatiga fatiga fatiga sobrecarga fatiga presión caos.,estrés
2023-06-21,Risas familia familia celebración éxito logro éxito familia risas.,felicidad
2024-04-24,Nervios incertidumbre incertidumbre nervios presión nervios incertidumbre presión preocupación.,ansiedad
2025-02-01,Sobrecarga presión agobio presión agobio agobio.,estrés
2022-03-31,Celebración risas familia celebración logro éxito logro éxito éxito.,felicidad
2023-05-08,Ira mentira traición injusticia conflicto injusticia traición injusticia mentira traición traición injusticia ira.,enojo
2024-10-19,Familia éxito risas risas familia familia.,felicidad
2024-06-16,Miedo presión incertidumbre miedo incertidumbre presión presión miedo incertidumbre presión miedo presión nervios.,ansiedad
